SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
99234,2,1,33,3,,10,2.59,2
99350,1,1,33,5,,4,1.02,2
99745,2,1,33,5,,15,5,1
99749,2,2,33,4,,6,1.04,2
99824,2,2,33,5,,15,5,1
99898,2,1,33,3,,14,4.31,2
99918,2,2,33,5,,15,2.39,2
99983,2,2,33,4,,2,0.75,2
100072,2,2,33,1,,8,1.89,1
100144,2,2,33,2,,3,0.57,2
100175,2,1,33,4,,6,1.77,1
100280,2,2,33,3,,15,5,1
100359,1,1,33,5,,15,5,2
100429,2,1,33,1,,1,0.04,2
100526,2,2,33,2,,99,,1
100548,2,2,33,3,,15,5,2
100589,2,2,33,1,,6,1.01,2
100628,2,1,33,5,,10,3.33,1
100647,2,1,33,3,,6,2.02,2
100701,2,2,33,4,,15,5,1
100710,2,1,33,2,,12,,2
100843,2,1,33,5,,3,0.56,2
101125,2,2,33,3,,1,0.04,1
101138,2,2,33,3,,15,5,1
101139,2,2,33,3,,15,5,2
101187,2,1,33,1,,15,5,2
101252,2,2,33,5,,3,0.82,2
101537,2,1,33,3,,9,2.08,1
101716,2,2,33,1,,6,1.47,2
101760,2,2,33,5,,77,,1
101903,2,2,33,1,,12,,2
101904,2,2,33,4,,,,2
101919,2,1,33,5,,9,2.44,1
102044,2,2,33,4,,8,2.06,2
102112,2,2,33,4,,14,2.36,2
102311,2,1,33,2,,15,5,2
102336,2,1,33,3,,15,5,2
102340,2,1,33,3,,4,1.16,2
102355,2,1,33,5,,10,2.64,1
102364,2,2,33,3,,15,5,2
102425,2,1,33,5,,6,0.74,2
102432,2,1,33,3,,8,1.77,1
102469,2,1,33,3,,14,4.29,2
102495,2,1,33,3,,5,1.49,2
102514,2,1,33,5,,7,1.6,1
102560,2,1,33,5,,8,1.79,1
102612,2,1,33,3,,7,1.21,2
102625,2,1,33,5,,15,5,1
102648,2,1,33,4,,7,1.69,2
102682,2,2,33,5,,7,1.36,1
102918,2,1,33,3,,9,2.04,1
102949,2,1,33,3,,6,1.01,2
93789,2,2,34,3,,14,5,1
93915,2,1,34,3,,15,5,2
93952,2,2,34,3,,6,1.1,2
94044,2,2,34,2,,15,5,1
94127,2,2,34,5,,12,,2
94178,2,1,34,3,,15,3.4,2
94406,2,2,34,4,,99,,2
94507,2,1,34,4,,7,1.26,2
94508,2,2,34,4,,15,4.86,1
94528,2,1,34,5,,7,1.02,2
94531,2,2,34,1,,7,1.52,1
94746,1,2,34,4,,99,,1
94758,1,1,34,5,,15,5,2
94954,2,1,34,4,,14,4.56,2
95056,2,2,34,5,,12,0.98,2
95114,2,1,34,1,,9,3.52,2
95197,2,1,34,3,,7,1.71,2
95288,2,1,34,3,,6,1.6,1
95472,2,1,34,3,,15,5,1
95474,2,2,34,4,,3,0.62,2
95568,2,2,34,5,,,,1
95678,2,1,34,4,,14,3.92,1
95807,2,2,34,3,,15,5,2
95867,2,2,34,3,,6,1.27,2
96002,2,2,34,1,,9,1.94,1
96074,2,2,34,3,,15,4.78,2
96084,2,2,34,4,,5,1.65,2
96138,2,1,34,3,,7,1.78,1
96196,2,2,34,3,,6,0.89,1
96322,2,2,34,5,,7,1.02,1
96455,2,1,34,3,,14,4.06,1
96610,2,2,34,5,,4,0.87,2
96737,2,2,34,5,,15,2.39,1
96790,2,1,34,1,,7,1.19,2
96833,2,2,34,4,,99,,1
96979,2,2,34,2,,14,3.33,2
97048,2,2,34,4,,3,0.62,2
97451,2,2,34,2,,13,,1
97463,2,2,34,5,,15,5,2
97627,2,2,34,3,,15,3.47,2
97904,2,1,34,4,,6,2.53,2
97946,2,2,34,3,,10,2.59,1
98028,2,2,34,3,,4,0.83,2
98056,2,2,34,3,,9,1.82,1
98303,2,2,34,4,,2,0.2,2
98332,2,2,34,3,,2,0.52,1
99050,1,2,34,5,,,,1
99182,2,2,34,2,,99,,1
99279,2,2,34,1,,9,1.91,2
99361,2,1,34,3,,6,1.1,2
99404,2,2,34,2,,,,1
99434,2,1,34,5,,,,1
99439,2,2,34,5,,3,0.48,1
99593,2,1,34,5,,15,5,1
99855,2,1,34,4,,5,0.8,2
100152,2,2,34,4,,1,0.05,1
100420,2,1,34,4,,9,1.72,1
100500,2,2,34,4,,13,,2
100707,2,2,34,3,,10,3.56,2
100742,2,1,34,4,,15,5,2
100801,2,1,34,3,,3,0.43,2
100975,2,1,34,1,,6,0.81,1
101070,2,2,34,1,,15,2.63,1
101206,2,1,34,1,,12,,2
101256,2,2,34,4,,10,1.18,2
101281,2,2,34,1,,3,0.41,2
101319,2,1,34,1,,5,1.06,1
101378,2,2,34,5,,15,5,1
101493,2,2,34,1,,99,,2
101517,2,2,34,2,,7,2.59,2
102129,2,1,34,1,,9,2.39,1
102250,2,1,34,3,,15,5,2
102265,2,1,34,3,,4,1.24,2
102344,2,2,34,5,,14,2.15,1
102454,2,2,34,1,,14,2.52,2
102458,2,1,34,4,,4,1.11,2
102466,2,1,34,3,,15,5,1
102532,2,2,34,4,,7,1.73,2
102600,2,1,34,5,,15,5,1
102641,2,1,34,3,,5,0.96,2
102684,2,1,34,5,,77,,1
102756,2,1,34,3,,6,1.81,2
93837,2,2,35,3,,5,1.03,1
93929,2,2,35,3,,15,5,1
93972,2,1,35,3,,14,3.92,2
93987,2,1,35,1,,7,1.16,2
94128,2,1,35,4,,10,5,1
94163,2,1,35,3,,8,1.53,2
94290,2,2,35,5,,15,3.03,2
94557,2,2,35,4,,7,1.71,2
94638,2,1,35,4,,7,2.11,1
94687,2,2,35,5,,4,0.58,1
94710,2,1,35,4,,6,1.44,1
94857,2,2,35,2,,4,1.57,1
94989,2,1,35,5,,7,1.68,1
95014,2,1,35,1,,9,3.65,1
95221,2,2,35,5,,7,0.82,2
95514,2,1,35,1,,14,2.52,1
95778,2,2,35,4,,5,0.65,2
95954,1,1,35,1,,,,1
96123,2,2,35,1,,15,4.34,1
96163,2,2,35,5,,10,4.43,2
96433,2,2,35,3,,9,2.44,2
96596,2,1,35,1,,8,2.31,2
96604,1,2,35,3,,6,1.08,2
96641,2,1,35,5,,4,1.06,1
96684,1,1,35,5,,,,1
96811,2,2,35,4,,9,1.29,1
96852,2,1,35,1,,13,,2
96907,2,2,35,3,,14,3.92,2
97093,2,2,35,4,,15,3.03,2
97235,2,2,35,3,,2,0.02,2
97458,2,2,35,3,,10,2.64,1
97703,2,1,35,2,,9,1.82,2
97938,2,1,35,4,,9,2.49,2
98035,2,2,35,1,,8,1.79,2
98102,2,2,35,5,,14,3.86,2
98203,2,1,35,3,,15,5,2
98243,2,1,35,5,,10,2.79,2
98308,2,1,35,1,,14,3.05,2
98474,2,1,35,4,,10,2.43,2
98689,2,1,35,3,,5,1.1,2
98718,2,2,35,2,,6,1.82,1
98821,2,2,35,3,,15,5,1
98894,2,1,35,5,,12,,2
98960,2,1,35,3,,9,2.08,2
99278,2,1,35,4,,15,5,2
99322,2,2,35,4,,8,3.73,2
99330,2,1,35,3,,10,2.64,2
99384,1,1,35,3,,10,2.21,2
99442,2,2,35,3,,6,1.22,2
99510,2,2,35,5,,7,1.39,1
99585,2,1,35,4,,99,,1
99714,2,2,35,3,,7,1.18,2
99716,2,1,35,1,,9,2.19,1
99783,2,1,35,1,,10,2.89,2
99942,2,2,35,1,,8,1.7,2
100025,2,2,35,3,,6,1.11,2
100272,2,1,35,5,,8,3.14,1
100313,2,2,35,3,,7,1.21,2
100325,2,2,35,5,,15,4.08,1
100540,2,2,35,2,,99,,2
100673,2,2,35,4,,9,2.31,2
100684,2,2,35,4,,15,3.34,2
100732,2,1,35,5,,10,4.43,2
100759,2,1,35,3,,5,1.06,2
100788,2,1,35,3,,9,1.58,1
101174,2,1,35,4,,7,1.84,2
101186,2,1,35,2,,15,5,1
101191,2,2,35,3,,8,2.41,2
101220,2,2,35,5,,,,2
101300,2,2,35,2,,14,3.66,1
101324,2,1,35,4,,5,0.73,2
101513,2,1,35,3,,5,1.23,1
101551,2,2,35,3,,9,1.58,1
101552,2,1,35,4,,8,1.52,2
101957,2,2,35,5,,14,4.09,2
101980,2,2,35,3,,9,1.82,2
102064,2,2,35,1,,6,1.44,2
102074,2,2,35,4,,2,0.28,1
102085,1,2,35,4,,14,3.19,1
102776,2,1,35,3,,9,1.89,2
102821,2,2,35,4,,10,2.22,2
93766,2,2,36,2,,3,0.52,2
93918,2,1,36,3,,7,1.63,1
94061,2,2,36,1,,6,0.87,1
94093,2,1,36,3,,15,5,1
94181,2,2,36,5,,12,,2
94359,2,1,36,1,,6,0.87,2
94393,2,1,36,2,,13,,1
94527,2,1,36,1,,9,1.95,2
94532,2,2,36,1,,6,0.8,2
94844,2,1,36,3,,15,5,1
95058,2,2,36,3,,15,4.81,2
95279,2,1,36,5,,6,1.06,2
95415,2,2,36,3,,15,5,1
95416,2,2,36,5,,15,5,2
95473,2,1,36,3,,7,1.76,2
95486,2,2,36,4,,15,4.08,1
95574,2,2,36,3,,5,1.23,2
95591,2,2,36,5,,15,4.62,1
96014,2,2,36,5,,15,5,2
96415,2,1,36,2,,9,2.39,2
96551,2,2,36,5,,7,1.42,2
96609,2,2,36,4,,,,1
96618,2,2,36,3,,1,0.2,1
96624,2,1,36,5,,7,1.36,1
96711,2,2,36,1,,4,0.68,1
96951,2,2,36,3,,7,1.48,1
97010,1,2,36,5,,15,4.81,1
97025,2,2,36,1,,12,,2
97035,2,2,36,4,,5,0.73,2
97270,2,2,36,4,,2,0.28,1
97382,2,1,36,5,,15,5,1
97595,2,1,36,5,,15,5,2
97739,2,2,36,4,,7,0.3,2
97741,2,2,36,3,,5,1.91,1
98006,2,1,36,4,,12,,1
98067,1,1,36,5,,,,2
98096,2,2,36,2,,,,1
98333,2,1,36,2,,6,1.15,1
98350,2,2,36,1,,15,3.32,1
98436,2,1,36,4,,9,3.39,2
98456,2,1,36,4,,5,0.65,2
98545,2,2,36,2,,14,2.67,1
98579,2,2,36,5,,15,5,2
98733,2,2,36,3,,9,2.15,2
98865,2,1,36,3,,15,5,2
98900,2,1,36,3,,14,4.12,2
99016,2,1,36,2,,99,,2
99128,2,1,36,4,,,,2
99378,2,2,36,1,,14,5,1
99430,2,1,36,1,,14,2.86,2
99513,2,2,36,5,,77,,2
99536,2,2,36,4,,6,1.24,2
99754,2,1,36,3,,8,2.03,1
99857,2,2,36,1,,15,3.32,2
99864,2,2,36,3,,7,1.51,2
99891,2,2,36,3,,15,5,1
99901,2,2,36,4,,7,2.2,2
99920,2,2,36,3,,4,0.33,1
100016,2,1,36,5,,10,3.46,1
100204,2,2,36,2,,6,1.02,2
100241,2,2,36,3,,15,5,1
100270,2,1,36,2,,8,3.71,2
100271,2,2,36,3,,15,5,2
100295,2,1,36,4,,,,2
100441,1,1,36,4,,7,1.59,1
100602,1,2,36,2,,9,3.39,1
100623,2,2,36,3,,14,5,2
100832,2,2,36,3,,7,1.71,2
100860,2,2,36,4,,6,0.99,1
100861,2,1,36,3,,6,1.94,1
101077,2,1,36,3,,4,0.83,1
101115,2,2,36,4,,3,0.49,1
101238,2,1,36,2,,9,2.69,1
101659,2,2,36,2,,15,5,2
101670,2,2,36,5,,15,5,2
101714,2,1,36,4,,15,3.4,2
101775,2,1,36,5,,4,0.5,2
101871,2,2,36,3,,14,0.28,1
101899,2,1,36,4,,7,1.65,2
102005,2,2,36,3,,9,2.64,1
102193,2,1,36,5,,14,2.71,2
102194,2,2,36,1,,14,2.86,2
102223,2,2,36,3,,15,5,2
102278,2,2,36,1,,8,3.04,2
102350,2,1,36,1,,8,1.37,2
102482,2,1,36,3,,15,5,2
102656,2,2,36,5,,8,1.99,2
102858,2,1,36,5,,,,2
93875,2,1,37,4,,2,0.58,1
93888,2,2,37,3,,15,3.21,1
94135,2,2,37,2,,8,3.04,2
94339,2,1,37,2,,7,2.28,2
94415,2,1,37,2,,6,1.22,1
94469,2,2,37,5,,15,5,1
94478,2,2,37,4,,3,0.91,2
94526,2,1,37,4,,2,0.2,1
94729,2,1,37,4,,9,2.31,1
94878,2,2,37,4,,6,0.74,2
94926,2,1,37,3,,4,0.73,1
95074,2,2,37,4,,15,5,1
95083,2,1,37,3,,7,1.63,2
95094,2,2,37,2,,3,0.48,1
95134,2,1,37,1,,3,0.33,1
95444,2,2,37,3,,6,0.88,1
95775,2,2,37,5,,12,,1
95820,2,1,37,4,,14,3.43,2
95890,1,1,37,4,,10,3.95,2
96082,2,1,37,3,,10,3.56,2
96428,2,2,37,5,,15,5,2
96474,2,2,37,5,,10,2.38,2
96476,2,2,37,4,,14,3.43,2
96507,2,2,37,5,,15,4.9,2
96528,1,2,37,1,,77,,2
96631,2,1,37,2,,14,3.67,2
96671,2,2,37,5,,15,5,2
96748,2,2,37,1,,5,0.7,2
97147,2,2,37,2,,99,,1
97321,2,1,37,5,,15,5,2
97338,2,2,37,5,,5,0.59,2
97449,2,2,37,5,,6,1.25,1
97864,1,1,37,4,,15,5,1
97913,1,1,37,2,,8,1.79,2
98023,2,2,37,4,,15,5,2
98103,2,1,37,4,,1,0.34,2
98148,2,2,37,3,,6,0.76,1
98214,2,2,37,5,,9,1.32,1
98362,1,1,37,4,,10,3.95,2
98364,2,1,37,3,,15,5,2
98680,2,2,37,4,,8,2.07,2
98749,2,1,37,3,,2,0.73,2
98912,2,1,37,4,,99,,1
98939,1,1,37,3,,,,2
99001,2,1,37,5,,15,5,1
99171,2,1,37,2,,7,1.22,2
99231,2,2,37,3,,15,5,1
99284,2,1,37,2,,3,0.86,2
99338,2,2,37,1,,7,1.29,1
99349,2,1,37,3,,14,2.56,1
99359,2,2,37,5,,15,4.58,2
99695,2,2,37,3,,8,2.15,2
99938,2,2,37,4,,1,0,2
99985,2,2,37,3,,14,2.99,1
100181,2,2,37,1,,10,2.46,2
100386,2,2,37,1,,8,1.99,2
100510,2,2,37,4,,1,0,2
100514,2,1,37,1,,9,1.91,1
100714,2,2,37,3,,7,1.63,2
100789,1,2,37,4,,1,0.06,1
100825,2,2,37,4,,,,1
100838,2,2,37,3,,6,0.49,1
100934,2,2,37,3,,15,5,1
100938,2,2,37,2,,5,0.68,2
100947,2,2,37,3,,,,1
100966,2,2,37,3,,8,1.61,1
101002,2,2,37,2,,15,4.81,2
101126,2,1,37,3,,15,5,2
101556,2,1,37,5,,9,1.32,2
101727,2,1,37,2,,7,1.01,2
101742,2,1,37,3,,15,5,1
101758,2,1,37,3,,12,,2
101862,2,1,37,1,,,,2
101973,2,2,37,4,,6,1.14,1
102024,2,1,37,3,,10,2.46,1
102103,2,1,37,5,,15,4.17,2
102211,2,1,37,1,,14,2.99,2
102285,2,1,37,4,,6,1.62,2
102346,2,2,37,3,,1,0.09,1
102424,2,1,37,5,,14,5,1
102885,2,2,37,4,,10,2.79,2
93829,2,2,38,4,,15,5,2
94021,2,2,38,3,,1,0.09,2
94248,2,2,38,4,,4,0.87,1
94361,2,2,38,1,,13,,1
94488,2,2,38,2,,5,0.68,2
94607,2,1,38,3,,15,4.25,1
94624,2,1,38,5,,15,4.62,2
94647,2,2,38,5,,15,3.47,2
94666,2,2,38,4,,6,1.14,2
94669,2,1,38,3,,15,5,1
94684,2,2,38,3,,6,1.02,2
95071,2,2,38,3,,3,0.35,1
95251,2,2,38,3,,6,1.22,1
95450,2,1,38,4,,5,0.6,1
95452,2,1,38,3,,6,1.04,1
95716,2,2,38,2,,,,1
95722,2,1,38,1,,13,,1
95803,2,1,38,3,,15,5,2
95911,2,2,38,1,,7,1.39,2
96006,2,2,38,5,,15,3.4,1
96244,2,2,38,1,,3,0.33,2
96396,2,1,38,1,,15,2.63,1
96452,2,1,38,1,,6,0.85,2
96557,2,1,38,4,,4,0.52,1
96723,2,2,38,3,,4,0.91,1
96829,2,2,38,3,,,,1
96854,2,2,38,3,,7,3.52,1
96909,1,1,38,3,,,,1
96969,2,1,38,1,,6,1.2,1
96984,2,2,38,4,,77,,1
96996,2,2,38,2,,10,2.29,2
97104,2,1,38,1,,7,1.09,2
97379,2,1,38,2,,14,2.67,1
97424,2,2,38,3,,8,1.19,2
97456,2,2,38,4,,3,0.62,2
97465,2,1,38,1,,1,0.12,1
97541,2,1,38,4,,2,0.73,1
97661,2,2,38,4,,7,1.74,1
98036,2,2,38,5,,12,,1
98284,2,2,38,3,,6,1.27,2
98315,1,1,38,5,,,,1
98351,2,2,38,1,,14,2.92,1
98394,2,2,38,2,,10,3.42,2
98470,2,2,38,2,,99,,2
98594,2,2,38,1,,15,3.85,2
98726,2,1,38,3,,15,5,2
98895,2,1,38,4,,7,1.43,2
99009,2,2,38,3,,7,1.34,1
99024,2,2,38,5,,15,5,1
99613,2,1,38,4,,15,5,2
99655,2,1,38,4,,1,0.17,2
99678,2,2,38,5,,14,4.41,1
99685,1,1,38,2,,15,5,2
99925,2,1,38,2,,8,2.03,2
99951,2,2,38,2,,8,2.03,2
100427,2,2,38,1,,14,3.67,2
100476,2,2,38,5,,15,5,2
100634,2,1,38,4,,7,1.14,2
100709,2,1,38,3,,6,1.02,1
100713,2,2,38,3,,14,3.92,1
100967,2,2,38,3,,7,1.24,2
101229,2,2,38,1,,8,1.45,1
101247,2,1,38,5,,14,3.86,2
101250,2,2,38,3,,15,4.76,2
101415,2,2,38,3,,15,4.25,2
101431,2,2,38,3,,10,3.18,2
101439,2,1,38,4,,12,,2
101469,1,1,38,3,,15,5,2
101668,2,1,38,5,,9,1.67,2
101784,2,1,38,5,,14,4.41,2
101845,2,2,38,5,,6,1.34,2
101876,2,2,38,4,,15,5,1
101976,2,1,38,5,,6,1.02,2
102196,2,2,38,3,,15,5,1
102221,2,1,38,1,,99,,2
102254,2,2,38,1,,2,0.6,2
102279,2,1,38,1,,12,5,1
102429,2,2,38,1,,8,2.03,2
102475,2,1,38,1,,4,0.49,2
102505,2,1,38,1,,9,2.31,1
102562,2,2,38,2,,,,2
102956,2,1,38,3,,7,1.56,1
93860,1,2,39,1,,,,1
93906,2,1,39,1,,15,4.07,1
93935,2,1,39,1,,2,0.29,2
93989,2,2,39,3,,15,5,1
94028,2,2,39,2,,10,4.43,2
94131,2,2,39,3,,14,3.05,2
94279,2,1,39,5,,15,4.81,2
94387,2,2,39,4,,8,4.12,2
94398,2,2,39,4,,5,0.81,2
94405,2,2,39,3,,,0.78,1
94972,2,2,39,3,,10,1.5,1
95076,1,2,39,5,,,,2
95103,2,1,39,2,,15,5,1
95165,2,2,39,4,,14,4.57,2
95181,2,1,39,3,,15,5,2
95257,2,2,39,4,,15,3.47,2
95333,2,1,39,4,,6,0.85,2
95348,2,2,39,2,,9,2.65,1
95353,2,2,39,1,,4,0.4,2
95422,2,2,39,3,,15,4.47,1
95453,2,1,39,1,,15,3.85,2
96175,2,1,39,4,,8,1.65,2
96191,2,2,39,1,,7,1.47,2
96365,2,2,39,3,,99,,1
96490,2,2,39,5,,15,5,2
96574,2,2,39,3,,14,3.06,2
96594,2,1,39,3,,7,1.49,2
96676,1,1,39,3,,4,0.95,1
96694,2,1,39,3,,4,0.79,1
96810,2,2,39,5,,9,2.89,1
96941,2,2,39,4,,15,5,2
97137,2,2,39,4,,,,2
97245,2,1,39,3,,14,2.28,1
97275,2,2,39,4,,6,1.07,2
97537,2,2,39,2,,6,1.22,1
97603,1,1,39,4,,6,1.2,1
97726,2,2,39,1,,5,0.73,1
97782,2,2,39,4,,12,,1
97866,2,1,39,3,,15,4.22,2
98208,2,2,39,3,,15,4.07,2
98564,2,2,39,3,,15,4.22,2
98804,2,2,39,5,,9,1.1,2
98822,2,1,39,3,,7,1.24,2
98877,2,1,39,5,,15,4.17,1
99067,2,1,39,3,,8,1.61,2
99098,2,2,39,1,,99,,2
99103,2,1,39,5,,14,2.82,2
99105,2,2,39,5,,15,5,2
99246,2,2,39,4,,15,4.74,2
99517,2,2,39,1,,10,2.64,2
99616,2,2,39,3,,14,2.01,2
99808,2,2,39,2,,77,,2
99848,2,2,39,3,,5,0.59,2
99929,2,1,39,3,,5,0.59,1
99939,2,2,39,4,,9,2.43,1
99961,2,2,39,5,,9,4.94,2
100001,2,1,39,3,,15,0.49,2
100024,2,2,39,3,,14,2.28,2
100203,2,1,39,4,,14,4.77,2
100356,2,2,39,4,,5,0.74,2
100517,2,1,39,3,,15,5,1
100632,2,1,39,3,,8,2.77,2
100635,2,1,39,5,,15,5,2
100738,2,2,39,2,,7,1.88,2
100782,2,1,39,3,,77,,1
100998,1,1,39,1,,14,5,2
101097,2,2,39,2,,3,0.51,2
101188,1,1,39,2,,99,1.16,1
101294,2,2,39,4,,6,1.06,2
101394,2,1,39,5,,7,1.39,1
101412,2,2,39,5,,15,3.67,1
101450,2,1,39,1,,4,0.61,2
101467,2,1,39,3,,6,1.18,1
101718,2,2,39,3,,5,0.8,1
101732,2,1,39,3,,10,5,1
102132,2,2,39,1,,1,0.04,2
102315,2,2,39,5,,15,4.78,1
102341,2,2,39,3,,15,4.06,2
102345,2,2,39,4,,15,4.9,2
102359,2,2,39,5,,,,2
102450,2,1,39,3,,8,2.15,1
102593,2,1,39,5,,15,5,2
102668,2,2,39,3,,4,0.66,2
102685,2,1,39,3,,4,0.52,1
102913,2,2,39,3,,14,5,1
93763,2,1,40,3,,14,3.25,2
93849,2,2,40,3,,15,5,2
93895,2,1,40,3,,15,5,2
93913,2,2,40,5,,12,,2
93939,2,2,40,4,,9,2.97,2
93971,2,1,40,4,,15,3.82,2
94304,2,1,40,5,,15,3.47,2
94660,2,2,40,1,,15,5,2
94793,2,1,40,1,,9,1.91,2
94891,2,2,40,4,,7,3.32,2
94967,2,2,40,4,,15,5,1
95019,2,1,40,3,,6,0.88,2
95052,2,2,40,5,,7,0.79,1
95055,2,1,40,1,,99,,1
95296,2,1,40,5,,15,5,2
95424,2,1,40,3,,15,4.76,2
95849,2,2,40,2,,13,,2
95855,2,2,40,2,,15,5,2
96025,2,1,40,5,,,,2
96222,2,2,40,3,,4,0.73,1
96234,2,1,40,5,,10,2.21,1
96505,2,2,40,5,,5,0.59,2
96588,2,1,40,5,,13,,1
96605,1,1,40,1,,77,,2
96622,2,2,40,4,,7,1.69,2
96636,2,2,40,1,,15,3.4,1
96698,2,1,40,3,,10,3.18,2
96705,2,1,40,3,,15,5,2
96706,2,1,40,3,,10,5,2
97054,2,1,40,3,,6,1.61,2
97129,2,2,40,5,,15,5,1
97166,2,2,40,1,,7,1.09,2
97598,2,2,40,1,,99,,1
97602,2,2,40,4,,7,1.14,2
97643,2,2,40,3,,6,1.32,1
97967,2,2,40,1,,15,4.93,1
97977,2,1,40,4,,15,3.34,2
98045,2,2,40,5,,4,0.58,2
98131,2,2,40,4,,12,,1
98138,2,1,40,5,,4,0.56,2
98318,2,1,40,3,,2,0.39,1
98381,2,1,40,5,,15,4.08,1
98521,2,1,40,4,,,,2
98523,2,1,40,3,,5,1.08,1
98550,2,1,40,4,,15,5,1
98553,2,2,40,2,,,,2
98714,2,2,40,1,,14,3.25,1
98783,2,2,40,3,,7,1.49,2
99136,2,1,40,4,,7,1.63,1
99168,2,2,40,2,,,,1
99457,2,1,40,1,,99,,1
99631,2,1,40,5,,77,,2
99686,2,1,40,4,,7,1.96,2
99705,2,2,40,2,,1,0.05,1
100023,1,2,40,3,,12,,1
100178,2,2,40,3,,8,1.56,2
100266,2,2,40,3,,7,0,2
100294,2,2,40,4,,14,3.25,1
100419,2,1,40,3,,2,0.77,2
100451,2,2,40,5,,7,1.79,1
100621,2,1,40,5,,15,5,1
100924,2,2,40,3,,12,,2
100929,2,2,40,4,,99,,2
101390,2,1,40,3,,14,3.96,2
101525,1,2,40,5,,15,5,2
101649,2,2,40,3,,14,3.59,2
101795,2,2,40,1,,5,0.81,2
101822,2,1,40,3,,8,2.03,1
101851,2,1,40,2,,12,2.31,2
102256,2,1,40,2,,1,0.05,2
102302,2,2,40,2,,2,0.32,1
102347,1,1,40,5,,99,0.09,1
102378,2,2,40,1,,4,0.91,2
102635,2,2,40,5,,15,5,1
102706,2,1,40,5,,15,4.78,2
102836,2,1,40,1,,8,1.45,2
93774,2,2,41,3,,14,3.67,2
93799,2,1,41,4,,14,4.62,2
93814,2,2,41,4,,15,5,2
93907,2,2,41,4,,15,2.49,2
93909,2,1,41,5,,15,5,2
93914,2,1,41,5,,15,5,2
93957,2,2,41,3,,8,1.99,2
94277,2,2,41,2,,4,0.62,2
94311,2,2,41,4,,8,3.28,1
94313,2,1,41,4,,9,3.34,2
94332,1,2,41,5,,1,0.03,2
94448,2,1,41,3,,14,3.06,1
94501,2,2,41,5,,15,4.08,2
94559,2,1,41,1,,15,5,2
94664,2,1,41,5,,15,4.55,2
94708,2,1,41,3,,15,5,2
94808,2,2,41,4,,5,1.46,2
94889,2,2,41,1,,14,2.72,1
94935,2,2,41,5,,9,2.29,2
95171,2,2,41,3,,10,1.67,2
95275,2,2,41,5,,15,5,2
95284,2,2,41,2,,3,0.34,2
95301,1,2,41,5,,,,1
95364,2,1,41,5,,15,5,1
95556,2,1,41,2,,15,4.81,2
95610,2,2,41,2,,15,5,2
96024,1,2,41,1,,,,2
96219,2,2,41,4,,14,2.02,1
96318,2,2,41,3,,7,1.72,2
96465,2,2,41,5,,8,1.56,1
96511,2,1,41,4,,6,2.32,2
96630,2,1,41,2,,3,0.51,1
96683,2,2,41,2,,6,2.07,1
96731,2,1,41,4,,14,3.25,1
96891,2,1,41,4,,7,2.47,2
96935,2,1,41,3,,7,1.88,1
97081,1,2,41,3,,5,1.71,1
97177,2,1,41,1,,,,1
97251,2,1,41,4,,,,1
97263,2,2,41,5,,15,5,1
97373,2,2,41,3,,4,1.13,2
97539,2,1,41,3,,14,3.05,1
97568,2,1,41,2,,14,5,2
97578,2,1,41,1,,7,1.14,2
97620,2,2,41,5,,15,3.4,1
97640,2,1,41,1,,10,2.2,2
97675,2,2,41,4,,5,0.55,2
97924,2,1,41,3,,15,5,1
97978,2,2,41,4,,9,5,2
98092,2,1,41,1,,10,2.89,2
98120,2,2,41,3,,14,4.09,2
98266,2,2,41,2,,,,2
98336,2,2,41,4,,6,1.57,1
98401,2,1,41,4,,15,5,1
98469,2,1,41,5,,15,5,2
98601,2,2,41,4,,6,1.22,2
98716,2,2,41,4,,,,1
98728,2,1,41,5,,12,,1
98757,2,1,41,3,,15,3.47,2
98769,2,1,41,5,,15,5,2
99019,2,2,41,1,,7,2.49,2
99063,2,1,41,4,,5,0.89,1
99114,2,1,41,2,,,,1
99208,2,1,41,1,,15,4.63,1
99390,2,2,41,5,,6,1.47,2
99438,2,2,41,5,,5,0.89,1
99449,2,1,41,4,,15,4.74,1
99473,2,1,41,3,,14,2.89,2
99659,2,2,41,5,,6,1.49,2
99779,2,2,41,1,,15,4.66,1
99893,2,2,41,4,,6,1.64,2
100102,2,1,41,5,,15,4.78,1
100211,2,2,41,1,,1,0.12,2
100318,2,1,41,1,,,,1
100572,2,1,41,3,,2,0.41,1
100610,2,2,41,4,,4,1.24,1
100670,2,1,41,5,,15,4.08,1
100841,2,2,41,5,,15,5,2
100907,2,1,41,3,,10,2.64,2
101037,2,2,41,3,,14,3.66,2
101342,2,2,41,3,,14,2.55,2
101399,2,1,41,3,,15,4.86,2
101426,2,2,41,4,,6,1.82,2
102154,2,1,41,1,,8,2.03,1
102182,2,1,41,5,,15,5,2
102225,2,1,41,3,,15,5,2
102234,2,1,41,3,,7,1.34,2
102428,2,1,41,3,,7,2.13,1
102472,2,1,41,4,,15,5,1
102473,2,2,41,2,,15,5,2
102546,2,1,41,5,,12,,2
102633,2,2,41,2,,13,,2
102811,2,2,41,1,,6,0.96,2
102838,2,1,41,5,,8,4.28,1
102861,2,2,41,4,,7,1.24,2
102954,2,2,41,4,,10,1.18,1
93729,2,1,42,4,,6,0.83,2
93813,2,2,42,1,,7,1.11,1
