SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
101480,2,1,64,5,,15,5,2
101488,2,2,64,2,,15,5,2
101510,2,1,64,2,,14,2.99,2
101666,1,1,64,4,,77,,2
101667,2,2,64,2,,1,0.37,2
101694,2,1,64,2,,7,1.08,1
101777,2,1,64,4,,14,4.86,1
101778,2,2,64,5,,15,5,2
101824,2,2,64,4,,7,1.13,2
101859,2,2,64,5,,2,0.74,1
101934,2,2,64,5,,9,3.65,1
102106,2,1,64,4,,7,1.73,2
102170,2,1,64,4,,6,2.06,1
102173,2,2,64,3,,3,1.19,1
102203,1,2,64,1,,99,,1
102245,2,2,64,5,,3,0.33,2
102353,2,1,64,3,,5,1.91,1
102528,2,1,64,3,,5,1.49,1
102611,2,1,64,3,,5,2,1
102637,2,1,64,4,,9,3.55,1
102687,2,2,64,4,,9,2.24,2
102950,1,1,64,4,,7,2.13,2
94303,2,1,65,2,,5,0.7,1
94334,1,2,65,5,,4,1.02,1
94345,2,1,65,3,,6,1.69,1
94523,2,2,65,4,,7,2.46,1
94590,2,2,65,2,,2,0.23,1
94650,2,2,65,4,,10,4.31,1
94754,2,2,65,3,,15,5,2
95011,2,2,65,3,,,,2
95042,2,2,65,2,,4,0.93,1
95321,2,1,65,4,,77,,1
95541,2,2,65,1,,8,2.41,2
95924,2,2,65,4,,8,3.08,2
95976,2,2,65,5,,,,2
96086,2,1,65,3,,8,3.08,1
96100,2,1,65,5,,12,,2
96110,1,1,65,1,,6,0.65,2
96121,2,2,65,3,,8,2.92,1
96134,2,2,65,5,,15,5,2
96462,2,1,65,4,,4,0.92,2
96471,2,1,65,4,,77,,1
96477,2,1,65,4,,3,1.08,2
96480,2,1,65,5,,6,1.25,1
96586,2,2,65,4,,12,,1
96633,2,1,65,4,,1,0.15,2
96892,2,2,65,3,,7,2.91,1
96938,2,2,65,1,,12,,1
96964,2,2,65,4,,14,5,2
97115,2,1,65,1,,9,1.95,2
97133,2,2,65,5,,12,,2
97181,2,1,65,2,,8,1.87,2
97282,2,2,65,4,,4,0.42,2
97320,2,1,65,4,,7,2.16,1
97374,2,1,65,3,,8,2.33,1
97619,2,1,65,3,,9,3.69,2
97766,2,1,65,5,,10,4,2
97847,2,2,65,3,,14,4.62,2
97955,2,1,65,3,,4,1.45,2
98040,2,1,65,5,,15,5,1
98142,2,1,65,4,,,,2
98390,2,2,65,4,,99,,1
98473,2,2,65,2,,1,0.38,2
98569,2,1,65,2,,10,2.12,1
98598,2,1,65,4,,2,0.7,2
98638,2,1,65,4,,6,1.49,1
98679,2,1,65,1,,99,,1
98858,2,2,65,4,,7,2.25,2
98901,2,1,65,4,,10,4.43,1
98946,2,2,65,3,,6,1.61,2
99174,2,2,65,1,,6,0.96,1
99204,2,2,65,1,,9,2.77,1
99441,2,2,65,2,,7,1.39,2
99512,2,2,65,4,,4,1.2,1
99519,2,2,65,3,,9,4.53,1
99610,2,1,65,2,,8,1.37,2
99635,2,2,65,4,,77,,2
99662,2,2,65,4,,7,2.43,2
99702,2,1,65,4,,2,0.7,1
99797,2,1,65,3,,3,0.88,1
100004,2,2,65,2,,99,,1
100020,2,1,65,3,,5,1.46,2
100074,1,1,65,1,,,,1
100122,2,1,65,4,,8,2.03,1
100222,2,2,65,4,,3,1.04,2
100233,2,2,65,4,,77,,1
100283,2,2,65,2,,99,,2
100396,2,2,65,1,,,,2
100412,2,2,65,1,,5,1,1
100554,2,1,65,4,,8,4.05,1
100556,2,2,65,3,,6,1.27,2
100580,2,1,65,2,,4,0.92,1
100642,2,1,65,4,,7,1.69,1
100933,2,2,65,5,,12,,1
100968,2,2,65,1,,8,1.7,2
101017,2,1,65,3,,10,2.67,2
101232,2,1,65,3,,6,1.54,2
101274,2,2,65,4,,3,0.99,1
101284,2,2,65,4,,5,1.22,1
101407,2,2,65,3,,15,5,1
101468,2,1,65,1,,15,4.93,2
101523,2,1,65,4,,10,4.16,2
101660,2,1,65,4,,15,5,2
101728,2,1,65,4,,1,0.25,2
101780,2,2,65,3,,15,5,1
102021,2,2,65,5,,6,1.54,2
102068,2,2,65,5,,15,5,1
102192,2,1,65,3,,7,2.34,2
102260,2,2,65,3,,15,5,1
102606,2,1,65,4,,6,2.82,2
102683,2,1,65,1,,6,1,1
102717,1,2,65,4,,5,1.7,1
102800,2,1,65,3,,14,5,1
102876,2,1,65,2,,15,5,2
102946,2,1,65,5,,10,2.79,2
93705,2,2,66,4,,3,0.82,2
93708,2,2,66,5,,6,1.63,1
93788,2,2,66,3,,15,5,1
93856,2,1,66,4,,9,2.39,2
93894,2,2,66,3,,13,,2
93945,2,1,66,4,,5,1.4,2
93955,2,2,66,1,,3,0.91,1
93977,2,2,66,4,,,,1
94049,2,2,66,4,,6,1.02,1
94158,2,1,66,1,,12,,1
94168,2,2,66,2,,3,0.4,2
94244,1,2,66,5,,6,0.85,1
94249,2,2,66,4,,6,1.85,1
94376,2,1,66,4,,15,2.9,1
94525,2,2,66,3,,6,1.52,2
94614,1,2,66,2,,7,2.16,1
94792,2,1,66,5,,9,2.94,1
94797,2,2,66,5,,4,1.16,2
94826,2,2,66,4,,,,1
94922,2,1,66,4,,8,2.07,1
94979,2,1,66,4,,7,2.54,2
95097,2,2,66,3,,14,5,1
95121,2,2,66,1,,12,,2
95160,2,2,66,4,,,,2
95189,2,1,66,4,,6,1.44,1
95256,2,2,66,3,,2,0.79,1
95431,2,2,66,3,,6,1.62,1
95671,2,2,66,1,,10,4,1
95675,2,1,66,2,,12,0.99,2
95773,2,2,66,4,,7,1.63,2
95822,2,1,66,5,,8,3.23,1
95824,2,1,66,2,,77,,2
95869,2,1,66,4,,14,1.65,2
95966,2,1,66,3,,15,5,2
95979,2,1,66,4,,,,2
96065,2,1,66,4,,,,1
96221,2,1,66,3,,9,2.89,1
96265,2,1,66,4,,2,0.74,2
96422,2,2,66,1,,6,1,1
96440,1,1,66,4,,12,,1
96445,2,1,66,1,,15,5,2
96468,2,2,66,4,,7,2.54,2
96529,2,1,66,5,,8,2.98,1
96537,2,2,66,3,,7,1.39,2
96540,2,1,66,2,,,1.07,1
96644,2,1,66,1,,,,1
96883,1,2,66,1,,9,1.95,1
97017,2,2,66,3,,4,0.95,2
97149,2,2,66,2,,15,5,1
97165,2,2,66,4,,8,2.36,2
97388,2,2,66,4,,2,0.66,2
97609,2,1,66,5,,3,0.75,1
97745,2,1,66,3,,8,2.92,1
98029,2,2,66,5,,15,4.78,2
98075,2,2,66,3,,14,5,2
98463,2,2,66,3,,1,0.04,2
98597,2,2,66,1,,,,1
98662,2,2,66,1,,77,,1
98665,1,2,66,2,,2,,2
98670,1,2,66,1,,4,0.66,1
98732,2,1,66,3,,7,1.19,1
98830,2,1,66,5,,5,1.05,1
98899,2,2,66,3,,9,4.89,1
99087,2,1,66,2,,7,1.81,2
99222,2,2,66,4,,77,,1
99248,2,1,66,5,,8,2.77,2
99538,2,1,66,3,,15,5,2
99548,2,1,66,1,,7,2.16,2
99580,2,1,66,3,,8,2.03,1
99658,2,2,66,1,,2,0.39,2
99670,2,1,66,4,,77,,1
99907,2,2,66,3,,7,3.29,2
100051,2,1,66,3,,7,2.17,1
100094,2,2,66,4,,14,3.25,1
100154,2,1,66,1,,4,1.49,2
100213,2,1,66,3,,5,1.48,1
100289,2,1,66,4,,9,3.46,1
100404,2,2,66,5,,15,5,2
100422,2,1,66,4,,8,3.07,2
100551,2,1,66,3,,14,4.29,2
100648,1,1,66,3,,15,5,2
100706,2,1,66,3,,6,1.62,2
100741,2,1,66,3,,15,5,1
101173,2,2,66,3,,77,,2
101455,2,2,66,2,,12,0.9,2
101605,2,1,66,3,,4,1.49,2
101755,2,2,66,5,,3,0.86,1
101834,2,2,66,4,,8,4.15,1
101870,2,2,66,3,,15,5,2
101917,2,1,66,2,,10,2.2,2
101947,2,1,66,4,,6,2.07,2
101987,2,1,66,3,,15,5,1
102059,1,2,66,4,,15,5,2
102169,2,2,66,3,,6,2,2
102367,2,2,66,4,,13,,1
102455,2,1,66,4,,9,3.69,2
102542,2,2,66,2,,7,1.29,2
102554,2,1,66,5,,6,1.34,1
102623,2,1,66,3,,2,0.8,1
102650,2,2,66,3,,14,5,1
102873,2,1,66,4,,7,2.13,2
102901,2,1,66,4,,7,2.46,1
102916,2,1,66,2,,8,2.77,1
93713,2,1,67,3,,6,2.65,2
93726,2,2,67,1,,5,1.85,1
93812,2,1,67,3,,14,5,1
93830,2,1,67,4,,14,5,2
93899,2,1,67,3,,6,1.79,2
94031,2,1,67,4,,3,0.99,1
94212,2,2,67,5,,10,2.79,1
94216,2,2,67,4,,15,5,2
94547,2,2,67,4,,12,1.81,2
94649,2,1,67,3,,6,2.47,2
94676,2,1,67,4,,15,5,1
94902,2,2,67,5,,10,4.07,2
95044,2,2,67,3,,14,4.56,2
95105,2,1,67,3,,7,2.61,2
95110,2,2,67,1,,15,5,1
95170,2,2,67,5,,15,4.08,2
95534,2,2,67,2,,5,1.4,2
95608,2,1,67,4,,,,1
95645,2,2,67,1,,7,1.46,1
95875,2,2,67,1,,6,2.11,1
96061,2,1,67,3,,15,5,1
96352,2,1,67,4,,7,2.49,2
96598,2,2,67,4,,99,1,1
96642,2,1,67,1,,4,0.83,2
96648,1,1,67,3,,,,1
96771,2,2,67,2,,7,1.24,1
96804,2,1,67,4,,4,0.96,1
96840,2,1,67,5,,9,3.63,1
97169,2,2,67,4,,6,1.06,2
97192,2,2,67,2,,8,2.39,1
97264,2,2,67,1,,9,3.88,2
97323,2,2,67,5,,8,3.91,2
97391,2,1,67,1,,99,,2
97408,2,1,67,3,,4,1.02,2
97453,1,1,67,1,,,,1
97605,2,2,67,3,,6,2.49,1
97697,2,1,67,4,,4,1.17,1
97750,2,1,67,4,,8,4.15,1
97775,2,1,67,5,,4,1.53,2
97894,2,2,67,2,,3,1.16,1
97954,2,2,67,1,,4,0.78,1
98005,2,1,67,3,,12,1.7,1
98049,2,1,67,5,,6,1.63,2
98412,2,2,67,4,,7,2.46,1
98526,2,1,67,3,,15,5,1
98562,2,2,67,4,,3,0.86,2
98581,2,2,67,3,,6,1.72,1
98641,2,1,67,3,,12,,1
98813,2,1,67,5,,,,2
98916,2,1,67,4,,9,2.49,1
98965,2,2,67,1,,9,1.94,2
98972,2,2,67,3,,6,1.73,2
98977,2,2,67,2,,,,1
99074,2,1,67,5,,7,0.99,1
99127,2,2,67,5,,6,2.47,1
99150,1,1,67,5,,,,1
99265,2,2,67,1,,7,2.19,1
99372,2,2,67,3,,10,5,1
99534,2,2,67,5,,,,2
99760,2,1,67,4,,14,5,1
99825,2,1,67,4,,15,5,2
100043,2,2,67,4,,6,2.16,2
100136,2,1,67,3,,,,1
100390,2,2,67,4,,5,1.27,1
100433,2,1,67,2,,5,0.81,1
100474,2,2,67,3,,,,1
100485,2,1,67,3,,,,1
100629,2,1,67,1,,12,1.75,1
100725,2,2,67,5,,15,3.94,2
100915,2,1,67,3,,9,3.86,2
101001,2,1,67,4,,6,2.07,2
101075,2,1,67,1,,15,5,1
101266,2,2,67,4,,,,2
101273,2,1,67,2,,15,5,1
101328,2,2,67,5,,15,5,2
101442,2,2,67,3,,10,3.43,2
101458,2,2,67,2,,12,1.12,2
101500,2,2,67,3,,6,2.06,2
101823,2,1,67,4,,5,1.46,1
101981,2,2,67,5,,,,1
101993,2,2,67,3,,9,2.89,1
102027,2,1,67,3,,3,0.86,2
102032,2,2,67,4,,5,1.69,1
102137,2,1,67,4,,9,2.54,1
102349,2,2,67,5,,15,5,2
102368,2,1,67,3,,15,5,2
102696,2,1,67,4,,12,3.62,2
102778,2,2,67,4,,4,1.17,2
102794,2,1,67,2,,7,1.52,1
102835,2,2,67,4,,6,0.85,1
102869,2,1,67,3,,3,0.99,1
93827,2,2,68,5,,,,1
93868,2,1,68,4,,77,,1
94150,2,1,68,3,,6,1.75,2
94173,2,2,68,4,,5,0.74,1
94372,2,1,68,4,,14,3.87,1
94633,2,2,68,3,,14,5,2
94691,1,1,68,3,,3,0.99,2
94811,2,1,68,4,,2,0.57,1
95098,2,1,68,2,,13,,1
95163,2,1,68,5,,13,,2
95243,2,2,68,4,,6,1.62,2
95325,2,1,68,2,,12,0.98,1
95335,1,1,68,1,,2,0.39,2
95397,2,1,68,3,,5,0.85,1
95419,2,1,68,5,,12,,1
95533,2,1,68,3,,6,1.34,2
95540,2,1,68,1,,4,0.49,1
95668,2,2,68,1,,3,0.69,1
95802,2,1,68,3,,7,2.43,1
95952,2,1,68,3,,15,5,1
96087,2,1,68,2,,9,2.89,2
96114,2,1,68,4,,2,0.77,2
96117,2,1,68,2,,15,5,1
96317,2,1,68,4,,14,3.67,2
96700,2,1,68,3,,5,0.59,2
96722,2,1,68,3,,6,1.7,1
96835,2,2,68,3,,14,5,1
96998,2,2,68,5,,2,0.74,2
97051,2,1,68,5,,4,1.16,1
97248,2,2,68,2,,6,1.1,1
97348,2,2,68,5,,1,0,1
97611,2,1,68,5,,7,1.8,1
98130,2,1,68,3,,6,1.61,1
98301,2,2,68,4,,15,5,1
98353,2,2,68,5,,5,1.23,2
98501,2,2,68,2,,6,1.73,1
98541,2,2,68,1,,7,2.99,1
98592,2,2,68,5,,3,1.07,1
98699,2,2,68,2,,10,4,1
98725,2,1,68,5,,12,,2
98752,2,1,68,4,,7,2.43,2
98755,2,2,68,3,,4,1.24,1
98909,2,1,68,2,,2,0.52,1
98931,2,2,68,4,,8,3.73,1
98966,2,2,68,5,,,,2
99014,2,1,68,3,,15,5,1
99018,2,2,68,3,,6,1.61,2
99172,2,1,68,4,,7,2.19,1
99178,2,1,68,4,,12,,1
99183,2,1,68,4,,6,1.02,2
99283,2,1,68,5,,15,3.94,1
99303,2,2,68,4,,6,2.82,2
99385,2,2,68,3,,14,4.62,1
99522,2,1,68,2,,,,2
99625,2,1,68,3,,15,5,1
99890,2,2,68,3,,6,1.97,2
100411,2,1,68,4,,,,1
100442,2,2,68,3,,15,5,1
100662,1,2,68,3,,5,1.48,2
100728,2,2,68,3,,3,1.04,1
100771,2,2,68,3,,2,0.7,1
100792,2,2,68,4,,5,1.99,1
100821,2,2,68,2,,5,1.45,1
100837,2,1,68,3,,7,2.13,1
100890,2,2,68,4,,2,0.75,1
100948,2,2,68,4,,9,3.34,1
100989,2,2,68,4,,14,3.46,2
101046,2,1,68,5,,3,1.2,2
101502,2,1,68,3,,7,1.83,1
101636,2,2,68,1,,99,,1
101645,2,1,68,3,,3,0.65,2
101729,2,1,68,4,,99,,1
102054,2,2,68,3,,5,1.77,2
102058,2,2,68,3,,9,2.88,1
102183,2,1,68,3,,14,5,2
102210,2,1,68,4,,5,1.37,2
102337,2,1,68,2,,4,0.93,1
102387,2,1,68,3,,4,1.24,1
102508,2,2,68,4,,,,1
102574,2,1,68,1,,3,0.58,1
102588,2,2,68,3,,5,1.48,1
102657,2,2,68,3,,14,4.41,1
93773,2,1,69,3,,2,0.39,2
94065,2,2,69,4,,6,2.07,1
94068,2,1,69,3,,14,4.93,1
94073,2,1,69,2,,8,3.78,2
94082,2,2,69,3,,14,5,2
94199,2,1,69,5,,1,0,2
94229,2,2,69,4,,77,,1
94300,2,2,69,3,,8,3.87,2
94335,2,1,69,5,,9,2.24,2
94506,2,2,69,4,,12,,2
94554,2,1,69,1,,15,4.07,2
94767,2,1,69,5,,4,1.29,2
94871,1,1,69,3,,10,4.31,1
95045,2,2,69,3,,15,5,2
95360,2,1,69,3,,8,2.92,2
95440,1,2,69,3,,3,1,2
95515,2,1,69,4,,77,,1
95539,2,1,69,4,,5,1.32,2
95583,2,2,69,1,,7,2.46,1
95601,2,1,69,3,,4,0.65,1
95692,2,2,69,3,,8,1.83,1
95880,2,2,69,3,,5,1.81,2
95908,2,1,69,2,,10,3.37,1
95931,2,2,69,3,,6,1.72,2
95981,2,1,69,5,,9,1.5,1
96049,2,1,69,2,,6,1.4,2
96239,2,2,69,3,,10,4.57,1
96321,2,1,69,3,,4,1.27,2
96357,2,1,69,4,,6,1.75,1
96456,2,2,69,3,,15,5,1
96515,2,1,69,4,,77,,2
96667,2,1,69,1,,6,1.64,2
96916,2,2,69,1,,9,3.69,1
97096,2,2,69,3,,4,1.4,2
97194,2,1,69,5,,,,1
97206,2,1,69,3,,15,5,1
97216,2,2,69,5,,4,1.06,2
97233,2,1,69,5,,6,1.54,1
97252,2,2,69,3,,,,1
97381,2,1,69,4,,15,5,1
97398,2,1,69,5,,7,2.28,2
97486,2,2,69,4,,77,,1
97506,2,1,69,5,,15,4.07,2
97515,1,2,69,3,,4,0.91,2
97590,1,1,69,4,,15,5,1
97650,2,2,69,4,,6,2.37,2
97666,2,1,69,4,,15,5,1
97712,2,2,69,4,,5,1.79,2
97891,2,1,69,5,,15,5,1
97950,2,2,69,4,,6,2.22,2
98016,2,2,69,4,,3,0.95,1
98158,2,1,69,4,,4,0.8,1
98175,2,2,69,4,,15,5,1
98197,2,1,69,4,,15,5,2
98369,2,1,69,3,,6,1.67,2
98383,2,1,69,1,,7,1.96,1
98431,2,2,69,4,,3,0.74,1
98603,2,2,69,5,,10,4.43,1
98703,2,2,69,4,,5,1.77,2
98814,2,1,69,1,,12,,1
98893,2,1,69,2,,13,,2
98996,2,2,69,4,,6,1.54,2
99175,2,1,69,4,,14,5,1
99256,2,1,69,1,,12,,2
99506,2,1,69,4,,,,2
99543,2,1,69,5,,15,5,1
99792,2,1,69,5,,9,2.06,2
99854,2,2,69,3,,6,1.52,2
99969,2,1,69,4,,3,0.83,1
100067,2,1,69,3,,8,3.04,1
100163,2,2,69,4,,9,4.81,2
100231,2,2,69,1,,7,1.96,2
100570,2,2,69,1,,8,2.59,1
100711,2,2,69,3,,15,5,2
100726,2,2,69,1,,12,,2
101349,2,2,69,4,,6,1.57,2
101363,2,2,69,2,,10,2.75,1
101723,2,2,69,3,,6,1.6,2
101811,2,1,69,2,,3,0.4,1
101915,2,2,69,3,,14,4.62,1
102018,2,2,69,4,,7,2.32,2
102055,2,2,69,3,,2,0.31,1
102131,2,1,69,5,,3,0.88,1
102318,1,2,69,5,,,,1
102628,2,2,69,3,,14,5,1
93727,2,1,70,5,,15,5,2
93924,2,2,70,3,,3,1.08,2
94016,2,1,70,5,,4,1.11,1
94202,2,1,70,3,,15,5,1
94232,2,1,70,3,,15,5,2
94253,2,2,70,5,,4,1.03,2
94352,2,2,70,2,,6,2.04,1
94609,2,2,70,5,,15,5,1
94632,2,2,70,3,,6,2.06,2
94641,2,1,70,5,,,,1
95075,2,1,70,3,,4,1.44,1
95099,2,2,70,5,,14,3.86,1
95214,2,1,70,4,,5,1.29,2
95249,2,2,70,3,,5,1.73,1
95252,2,1,70,3,,4,1.58,1
95268,2,1,70,3,,6,2.04,1
95324,2,1,70,2,,8,3.33,1
95358,2,2,70,5,,3,0.84,2
95447,2,2,70,1,,6,1.7,1
95593,2,1,70,3,,14,4.93,1
95725,2,1,70,3,,8,2.03,2
95829,2,1,70,3,,9,3.55,2
95844,2,2,70,3,,7,2.46,2
95945,2,2,70,3,,3,1.2,1
96223,2,1,70,4,,4,1.48,1
96271,2,1,70,5,,9,3.65,1
96319,2,2,70,3,,7,3.29,2
96798,2,1,70,4,,5,1.89,1
96927,2,1,70,3,,9,3.34,1
96930,2,1,70,3,,12,,2
96944,2,2,70,1,,6,1.75,2
96956,2,1,70,3,,8,3.16,1
97031,2,1,70,4,,14,4.16,2
97102,2,2,70,2,,15,5,2
97482,2,2,70,3,,4,1.24,2
97649,1,2,70,3,,15,5,1
97919,2,2,70,4,,2,0.31,2
97997,2,2,70,3,,,,1
98162,2,2,70,2,,,,1
98278,1,2,70,3,,14,5,1
98372,2,1,70,5,,5,1.66,2
98414,2,2,70,5,,8,3.04,1
98529,2,2,70,3,,12,1.74,2
98838,2,2,70,3,,6,1.85,2
99070,2,1,70,4,,4,1.45,1
99312,2,1,70,3,,9,2.89,1
99393,2,1,70,2,,6,2,2
99412,2,1,70,2,,6,1.27,1
99465,2,2,70,2,,,,1
99499,2,1,70,5,,,,1
99603,2,1,70,3,,15,5,1
99606,2,2,70,1,,12,,2
99700,2,1,70,3,,14,4.56,2
99806,2,2,70,2,,14,5,2
99833,2,1,70,3,,7,2.99,2
99868,2,2,70,3,,10,5,1
99914,2,2,70,4,,4,1.39,2
100243,2,1,70,5,,5,1.3,1
100297,2,1,70,3,,15,5,1
100362,2,2,70,3,,14,4.86,2
100515,2,2,70,5,,6,2.01,2
100565,2,1,70,3,,6,1.79,1
100696,2,1,70,3,,3,1.18,1
100848,2,2,70,3,,14,4.65,1
101207,2,2,70,3,,14,4.93,2
101434,2,2,70,5,,,,2
101483,2,1,70,5,,8,1.56,1
101579,2,1,70,1,,5,1.25,2
101653,2,2,70,4,,14,3.46,1
101856,1,2,70,5,,,,2
101884,2,1,70,3,,10,3.73,1
101905,2,1,70,4,,1,,2
101959,2,2,70,3,,8,1.83,1
102057,2,1,70,3,,4,1.11,2
102266,2,2,70,4,,7,2.16,1
102420,2,2,70,1,,12,,1
102578,2,1,70,4,,,,2
102597,2,2,70,3,,8,3.04,1
102618,2,2,70,1,,2,0.64,2
102732,2,1,70,3,,5,1.85,1
102738,1,2,70,3,,99,,1
102868,2,2,70,5,,8,1.56,2
102952,2,2,70,5,,4,0.95,2
93715,2,1,71,5,,8,1.56,1
93796,2,1,71,3,,4,1.44,2
93855,2,1,71,3,,8,4.12,1
94010,2,1,71,3,,7,2.31,2
94141,2,1,71,4,,15,5,1
94343,2,1,71,1,,8,2.73,2
94386,2,2,71,3,,6,1.65,2
94432,2,2,71,1,,8,4.48,1
94578,2,1,71,3,,6,1.73,2
94832,2,2,71,3,,14,4.93,1
94836,2,2,71,3,,12,,2
94877,2,1,71,1,,6,0.96,2
94918,2,1,71,2,,2,0.66,1
94988,1,2,71,3,,8,2.77,1
95057,2,1,71,3,,14,4.56,2
95073,2,2,71,1,,10,4.13,2
95138,2,2,71,3,,10,3.65,2
95172,2,2,71,1,,14,3.11,2
95207,2,2,71,4,,77,,2
95339,1,2,71,3,,,,2
95411,2,1,71,4,,15,5,1
95480,2,1,71,3,,14,5,2
95597,2,1,71,3,,15,5,2
95729,2,2,71,1,,9,3.46,2
95734,2,2,71,3,,4,1.58,2
95971,2,2,71,1,,7,3.13,1
96115,2,2,71,2,,2,0.7,1
96217,2,1,71,3,,8,2.83,1
96284,2,1,71,3,,14,4.56,2
96339,2,2,71,4,,4,1.02,2
96393,2,1,71,3,,7,2.71,1
96413,2,1,71,4,,14,3.46,1
96560,2,1,71,4,,6,2.1,2
96607,2,1,71,3,,4,1.17,1
96928,2,1,71,4,,6,1.54,1
96962,2,2,71,5,,15,5,1
97189,2,1,71,4,,10,3.13,2
97209,2,2,71,3,,14,4.62,2
97215,2,2,71,2,,1,0.09,2
97337,2,1,71,4,,3,0.97,1
97375,2,1,71,5,,4,1.4,1
97623,2,2,71,5,,6,1.82,1
97746,2,1,71,3,,9,3.71,1
97802,2,1,71,3,,15,5,2
97809,2,1,71,5,,,,2
97883,2,2,71,3,,14,4.56,1
97971,2,1,71,3,,12,,2
98173,2,2,71,1,,13,,2
98257,2,1,71,3,,10,3.43,2
98289,2,1,71,4,,,,2
98341,2,1,71,3,,3,0.83,1
98360,2,1,71,3,,8,1.83,1
98405,1,2,71,3,,7,1.78,2
98433,2,1,71,3,,6,1.52,1
98462,2,1,71,1,,15,5,1
98684,2,1,71,3,,15,5,2
99044,2,2,71,3,,6,2.32,2
99134,2,1,71,4,,2,0.79,1
99210,2,1,71,3,,5,1.48,1
99241,2,1,71,4,,,0.75,1
99537,1,1,71,3,,6,1.11,1
99674,2,1,71,3,,8,3.08,1
99776,2,1,71,1,,9,1.68,2
99815,2,2,71,4,,3,0.89,2
99851,2,2,71,5,,12,,1
99954,2,1,71,5,,15,5,2
100064,2,2,71,2,,8,2.77,2
100071,2,1,71,3,,6,1.68,2
100273,2,1,71,3,,5,1.66,1
100597,2,1,71,1,,7,1.04,1
100663,2,2,71,3,,14,5,1
100851,2,2,71,3,,7,2.48,2
100872,2,2,71,4,,5,1.33,1
100879,2,1,71,5,,5,1.4,1
101010,2,1,71,3,,6,2.07,1
101060,2,1,71,3,,8,2.31,1
101195,2,2,71,3,,7,2.71,2
101196,2,2,71,4,,2,0.37,1
101333,2,2,71,5,,15,5,1
101498,2,1,71,2,,6,2.07,2
101571,2,1,71,4,,14,4.57,1
101750,2,2,71,3,,15,5,2
101817,2,1,71,3,,6,2.32,2
102306,2,1,71,5,,6,1.7,1
102379,2,2,71,2,,,,1
102389,2,2,71,4,,5,1.81,1
102490,2,2,71,5,,7,2.22,1
102651,2,2,71,3,,15,5,1
102910,2,1,71,3,,5,1.73,2
93732,2,1,72,3,,3,1.13,1
93740,2,1,72,4,,2,0.74,1
93742,2,1,72,4,,7,3.62,1
93754,2,1,72,2,,3,0.82,1
93777,2,2,72,4,,7,3.32,1
94102,1,1,72,3,,15,5,1
94138,2,2,72,5,,15,5,2
94179,2,1,72,3,,6,1.52,2
94390,2,2,72,5,,4,1.15,1
94408,2,1,72,3,,7,2.59,1
94553,2,2,72,3,,77,,1
94756,1,2,72,3,,6,1.67,2
94776,2,1,72,2,,6,1.08,1
94963,1,1,72,3,,10,2.21,1
95222,2,2,72,2,,99,,2
95326,2,1,72,3,,14,4.62,2
95338,2,1,72,2,,1,0.09,2
95361,2,1,72,3,,7,2.46,1
95588,2,1,72,4,,5,1.82,1
95648,2,1,72,3,,4,1.24,1
95654,2,1,72,3,,77,,1
96170,2,2,72,1,,12,,2
96296,2,2,72,3,,5,1.28,2
96302,2,1,72,3,,5,1.91,1
96360,2,2,72,3,,77,,1
96503,2,2,72,2,,,,2
96599,2,1,72,3,,5,1.35,1
96736,2,1,72,4,,15,5,1
96812,2,1,72,5,,4,1.29,2
96871,2,1,72,3,,7,2.46,1
97015,2,2,72,4,,3,1.08,1
97056,2,2,72,5,,8,4.12,1
97118,2,1,72,3,,14,4.62,2
97224,2,2,72,3,,7,2.43,2
97330,2,1,72,3,,14,4.65,1
97334,2,2,72,3,,15,5,2
98032,2,1,72,3,,15,5,2
98264,2,1,72,3,,14,4.62,2
98586,2,1,72,3,,5,1.81,2
98650,2,1,72,4,,77,,1
98806,2,2,72,2,,7,2.49,2
99117,2,2,72,5,,12,,1
99152,2,2,72,3,,3,0.94,2
99391,2,1,72,4,,15,5,1
99535,2,1,72,1,,7,3.29,2
99554,2,1,72,3,,6,2.06,1
100129,2,1,72,1,,6,1.7,1
100142,2,1,72,3,,7,1.78,1
100501,2,1,72,1,,3,0.87,1
100787,2,1,72,3,,10,4.57,1
100886,2,2,72,3,,4,1.41,2
101043,2,1,72,5,,99,,1
101336,2,2,72,3,,6,2.04,2
101357,2,2,72,4,,,,1
101654,2,1,72,3,,7,2.19,1
101722,2,1,72,1,,4,0.58,1
101837,2,2,72,1,,14,3.11,1
101864,2,2,72,5,,7,1.8,2
102326,2,2,72,2,,12,0.74,1
102329,2,1,72,1,,12,,2
102572,1,1,72,3,,,,2
93752,2,2,73,3,,14,3.98,1
93859,2,1,73,4,,15,5,2
94205,2,2,73,3,,12,,2
94363,1,2,73,3,,8,3.91,2
94473,2,2,73,3,,7,1.92,2
94752,2,1,73,3,,7,2.99,1
95016,2,1,73,3,,13,,1
95066,2,2,73,2,,1,0.17,2
95209,2,2,73,4,,12,,1
95224,2,1,73,5,,10,3.95,2
95576,2,2,73,3,,9,3.69,2
95621,2,1,73,5,,7,1.39,2
95843,2,1,73,1,,6,0.91,1
95864,2,1,73,4,,4,1.62,1
96023,2,2,73,1,,15,1.68,1
96112,2,1,73,3,,4,1.49,2
96135,2,2,73,4,,10,4.4,1
96290,2,2,73,4,,6,1.85,2
